miRNA,SRR1273998,SRR1273999,SRR1274000,SRR1274001
Hsa-Mir-628_3p,18.0,30.0,13.0,12.0
Hsa-Mir-628_3p chr15 segs:1-31 cds:-:55372946-55372976,0.0,0.0,0.0,0.0
Hsa-Mir-628_5p,41.0,68.0,24.0,28.0
Hsa-Mir-628_5p chr15 segs:1-30 cds:-:55372985-55373014,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*,0.0,2.0,0.0,0.0
Hsa-Mir-629_3p* chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPA chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPB chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPC chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPD chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPE chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0
Hsa-Mir-629_5p,29.0,19.0,34.0,9.0
Hsa-Mir-629_5p chr15 segs:1-30 cds:-:70079420-70079449,0.0,0.0,0.0,0.0
Hsa-Mir-642-as_3p* chr19 segs:1-30 cds:-:45674935-45674964,0.0,0.0,0.0,0.0
Hsa-Mir-642-as_5p chr19 segs:1-30 cds:-:45674970-45674999,0.0,0.0,0.0,0.0
Hsa-Mir-642_3p chr19 segs:1-30 cds:+:45674976-45675005,0.0,0.0,0.0,0.0
Hsa-Mir-642_3p/642-as_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-642_5p,3.0,0.0,0.0,0.0
Hsa-Mir-642_5p chr19 segs:1-30 cds:+:45674941-45674970,0.0,0.0,0.0,0.0
Hsa-Mir-651_3p* chrX segs:1-30 cds:+:8127016-8127045,0.0,0.0,0.0,0.0
Hsa-Mir-651_5p,67.0,46.0,53.0,11.0
Hsa-Mir-651_5p chrX segs:1-30 cds:+:8126978-8127007,0.0,0.0,0.0,0.0
Hsa-Mir-6529_3p* chr3 segs:1-30 cds:-:120084569-120084598,0.0,0.0,0.0,0.0
Hsa-Mir-6529_5p chr3 segs:1-29 cds:-:120084609-120084637,0.0,0.0,0.0,0.0
Hsa-Mir-652_3p,227.0,277.0,228.0,107.0
Hsa-Mir-652_3p chrX segs:1-29 cds:+:110055387-110055415,0.0,0.0,0.0,0.0
Hsa-Mir-652_5p*,16.0,4.0,0.0,0.0
Hsa-Mir-652_5p* chrX segs:1-32 cds:+:110055346-110055377,0.0,0.0,0.0,0.0
Hsa-Mir-653_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-653_3p* chr7 segs:1-30 cds:-:93482778-93482807,0.0,0.0,0.0,0.0
Hsa-Mir-653_5p,36.0,8.0,15.0,12.0
Hsa-Mir-653_5p chr7 segs:1-30 cds:-:93482813-93482842,0.0,0.0,0.0,0.0
Hsa-Mir-670_3p chr11 segs:1-33 cds:+:43559712-43559744,0.0,0.0,0.0,0.0
Hsa-Mir-670_5p* chr11 segs:1-32 cds:+:43559673-43559704,0.0,0.0,0.0,0.0
Hsa-Mir-6715_3p,0.0,0.0,0.0,0.0
Hsa-Mir-6715_3p chr10 segs:1-29 cds:+:112299658-112299686,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p* chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPA chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPB chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPC chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0
Hsa-Mir-671_3p,99.0,82.0,89.0,60.0
Hsa-Mir-671_3p chr7 segs:1-29 cds:+:151238486-151238514,0.0,0.0,0.0,0.0
Hsa-Mir-671_5p,21.0,27.0,17.0,6.0
Hsa-Mir-671_5p chr7 segs:1-32 cds:+:151238447-151238478,0.0,0.0,0.0,0.0
Hsa-Mir-675_3p,47.0,77.0,46.0,32.0
Hsa-Mir-675_3p chr11 segs:1-30 cds:-:1996760-1996789,0.0,0.0,0.0,0.0
Hsa-Mir-675_5p*,27.0,17.0,0.0,14.0
Hsa-Mir-675_5p* chr11 segs:1-31 cds:-:1996794-1996824,0.0,0.0,0.0,0.0
Hsa-Mir-676_3p,5.0,8.0,7.0,5.0
Hsa-Mir-676_3p chrX segs:1-29 cds:+:70022897-70022925,0.0,0.0,0.0,0.0
Hsa-Mir-676_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-676_5p* chrX segs:1-29 cds:+:70022862-70022890,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_3p*,42.0,45.0,30.0,13.0
Hsa-Mir-7-P1_3p* chr9 segs:1-30 cds:-:83969765-83969794,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_5p chr9 segs:1-32 cds:-:83969805-83969836,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_5p/P2_5p/P3_5p,19.0,19.0,33.0,5.0
Hsa-Mir-7-P2_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-7-P2_3p* chr15 segs:1-30 cds:+:88611894-88611923,0.0,0.0,0.0,0.0
Hsa-Mir-7-P2_5p chr15 segs:1-32 cds:+:88611854-88611885,0.0,0.0,0.0,0.0
Hsa-Mir-7-P3_3p* chr19 segs:1-30 cds:+:4770736-4770765,0.0,0.0,0.0,0.0
Hsa-Mir-7-P3_5p chr19 segs:1-32 cds:+:4770698-4770729,0.0,0.0,0.0,0.0
Hsa-Mir-7151_3p chr10 segs:1-30 cds:-:67403345-67403374,0.0,0.0,0.0,0.0
Hsa-Mir-7151_5p chr10 segs:1-32 cds:-:67403381-67403412,0.0,0.0,0.0,0.0
Hsa-Mir-744_3p*,31.0,25.0,26.0,16.0
Hsa-Mir-744_3p* chr17 segs:1-29 cds:+:12081964-12081992,0.0,0.0,0.0,0.0
Hsa-Mir-744_5p,479.0,479.0,166.0,215.0
Hsa-Mir-744_5p chr17 segs:1-30 cds:+:12081907-12081936,0.0,0.0,0.0,0.0
Hsa-Mir-760_3p chr1 segs:1-29 cds:+:93846878-93846906,0.0,0.0,0.0,0.0
Hsa-Mir-760_5p* chr1 segs:1-32 cds:+:93846841-93846872,0.0,0.0,0.0,0.0
Hsa-Mir-766_3p,29.0,22.0,19.0,29.0
Hsa-Mir-766_3p chrX segs:1-30 cds:-:119646757-119646786,0.0,0.0,0.0,0.0
Hsa-Mir-766_5p*,5.0,0.0,0.0,0.0
Hsa-Mir-766_5p* chrX segs:1-31 cds:-:119646792-119646822,0.0,0.0,0.0,0.0
Hsa-Mir-769_3p*,16.0,7.0,0.0,0.0
Hsa-Mir-769_3p* chr19 segs:1-30 cds:+:46018998-46019027,0.0,0.0,0.0,0.0
Hsa-Mir-769_5p,1248.0,805.0,721.0,478.0
Hsa-Mir-769_5p chr19 segs:1-30 cds:+:46018959-46018988,0.0,0.0,0.0,0.0
Hsa-Mir-770_3p* chr14 segs:1-31 cds:+:100852446-100852476,0.0,0.0,0.0,0.0
Hsa-Mir-770_5p chr14 segs:1-33 cds:+:100852407-100852439,0.0,0.0,0.0,0.0
Hsa-Mir-7854_3p chr16 segs:1-32 cds:+:81533940-81533971,0.0,0.0,0.0,0.0
Hsa-Mir-7854_5p* chr16 segs:1-30 cds:+:81533903-81533932,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1a_3p,589.0,287.0,369.0,160.0
Hsa-Mir-8-P1a_3p chr1 segs:1-31 cds:+:1167914-1167944,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1a_5p*,21.0,10.0,21.0,12.0
Hsa-Mir-8-P1a_5p* chr1 segs:1-30 cds:+:1167876-1167905,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1b_3p,152.0,145.0,1073.0,67.0
Hsa-Mir-8-P1b_3p chr12 segs:1-31 cds:+:6964153-6964183,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1b_5p*,4.0,6.0,5.0,2.0
Hsa-Mir-8-P1b_5p* chr12 segs:1-30 cds:+:6964111-6964140,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2a_3p,1060.0,685.0,343.0,497.0
Hsa-Mir-8-P2a_3p chr1 segs:1-31 cds:+:1167158-1167188,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2a_5p*,17.0,13.0,10.0,4.0
Hsa-Mir-8-P2a_5p* chr1 segs:1-30 cds:+:1167122-1167151,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2b_3p,37.0,19.0,96.0,12.0
Hsa-Mir-8-P2b_3p chr12 segs:1-31 cds:+:6963740-6963770,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2b_5p* chr12 segs:1-30 cds:+:6963701-6963730,0.0,0.0,0.0,0.0
Hsa-Mir-8-P3a_3p,250.0,128.0,130.0,70.0
Hsa-Mir-8-P3a_3p chr1 segs:1-30 cds:+:1169053-1169082,0.0,0.0,0.0,0.0
Hsa-Mir-8-P3a_5p* chr1 segs:1-29 cds:+:1169018-1169046,0.0,0.0,0.0,0.0
Hsa-Mir-873-v1_3p chr9 segs:1-30 cds:-:28888882-28888911,0.0,0.0,0.0,0.0
Hsa-Mir-873-v1_5p chr9 segs:1-30 cds:-:28888919-28888948,0.0,0.0,0.0,0.0
Hsa-Mir-873-v2_3p* chr9 segs:1-30 cds:-:28888883-28888912,0.0,0.0,0.0,0.0
Hsa-Mir-873-v2_5p chr9 segs:1-30 cds:-:28888918-28888947,0.0,0.0,0.0,0.0
Hsa-Mir-873_3p,0.0,9.0,0.0,0.0
Hsa-Mir-873_5p,12.0,16.0,8.0,8.0
Hsa-Mir-874_3p,58.0,116.0,83.0,70.0
Hsa-Mir-874_3p chr5 segs:1-31 cds:-:137647575-137647605,0.0,0.0,0.0,0.0
Hsa-Mir-874_5p*,22.0,26.0,34.0,15.0
Hsa-Mir-874_5p* chr5 segs:1-31 cds:-:137647612-137647642,0.0,0.0,0.0,0.0
Hsa-Mir-875_3p* chr8 segs:1-30 cds:-:99536790-99536819,0.0,0.0,0.0,0.0
Hsa-Mir-875_5p chr8 segs:1-30 cds:-:99536824-99536853,0.0,0.0,0.0,0.0
Hsa-Mir-876_3p,0.0,0.0,0.0,0.0
Hsa-Mir-876_3p chr9 segs:1-30 cds:-:28863630-28863659,0.0,0.0,0.0,0.0
Hsa-Mir-876_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-876_5p* chr9 segs:1-30 cds:-:28863667-28863696,0.0,0.0,0.0,0.0
Hsa-Mir-885_3p*,78.0,49.0,16.0,18.0
Hsa-Mir-885_3p* chr3 segs:1-30 cds:-:10394493-10394522,0.0,0.0,0.0,0.0
Hsa-Mir-885_5p,2558.0,1344.0,998.0,652.0
Hsa-Mir-885_5p chr3 segs:1-30 cds:-:10394525-10394554,0.0,0.0,0.0,0.0
Hsa-Mir-887_3p,68.0,70.0,36.0,27.0
Hsa-Mir-887_3p chr5 segs:1-33 cds:+:15935227-15935259,0.0,0.0,0.0,0.0
Hsa-Mir-887_5p,0.0,3.0,0.0,0.0
Hsa-Mir-887_5p chr5 segs:1-31 cds:+:15935187-15935217,0.0,0.0,0.0,0.0
Hsa-Mir-9-P1_3p* chr1 segs:1-30 cds:-:156420348-156420377,0.0,0.0,0.0,0.0
Hsa-Mir-9-P1_3p*/P2_3p*/P3_3p*,0.0,3.0,3.0,0.0
Hsa-Mir-9-P1_5p chr1 segs:1-31 cds:-:156420386-156420416,0.0,0.0,0.0,0.0
Hsa-Mir-9-P1_5p/P2_5p/P3_5p,50.0,34.0,41.0,25.0
Hsa-Mir-9-P2_3p* chr5 segs:1-30 cds:-:88666860-88666889,0.0,0.0,0.0,0.0
Hsa-Mir-9-P2_5p chr5 segs:1-31 cds:-:88666896-88666926,0.0,0.0,0.0,0.0
Hsa-Mir-9-P3_3p* chr15 segs:1-30 cds:+:89368069-89368098,0.0,0.0,0.0,0.0
Hsa-Mir-9-P3_5p chr15 segs:1-31 cds:+:89368030-89368060,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1a_3p chr13 segs:1-30 cds:+:91351359-91351388,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1a_3p/P1b_3p,139497.0,156066.0,92162.0,94226.0
Hsa-Mir-92-P1a_5p*,20.0,31.0,30.0,10.0
Hsa-Mir-92-P1a_5p* chr13 segs:1-31 cds:+:91351322-91351352,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1a_5p*.SNPA chr13 segs:1-31 cds:+:91351322-91351352,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1a_5p*.SNPB chr13 segs:1-31 cds:+:91351322-91351352,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1a_5p*.SNPC chr13 segs:1-31 cds:+:91351322-91351352,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1b_3p chrX segs:1-30 cds:-:134169538-134169567,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1b_5p* chrX segs:1-31 cds:-:134169576-134169606,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1c_3p,743.0,518.0,326.0,371.0
Hsa-Mir-92-P1c_3p chr1 segs:1-30 cds:+:155195235-155195264,0.0,0.0,0.0,0.0
Hsa-Mir-92-P1c_5p*,3.0,0.0,0.0,0.0
Hsa-Mir-92-P1c_5p* chr1 segs:1-32 cds:+:155195194-155195225,0.0,0.0,0.0,0.0
Hsa-Mir-92-P2a_3p chr4 segs:1-30 cds:-:112647871-112647900,0.0,0.0,0.0,0.0
Hsa-Mir-92-P2a_5p* chr4 segs:1-30 cds:-:112647909-112647938,0.0,0.0,0.0,0.0
Hsa-Mir-92-P2b_3p,151.0,558.0,120.0,169.0
Hsa-Mir-92-P2b_3p chrX segs:1-30 cds:-:134169376-134169405,0.0,0.0,0.0,0.0
Hsa-Mir-92-P2b_5p* chrX segs:1-31 cds:-:134169418-134169448,0.0,0.0,0.0,0.0
Hsa-Mir-92-P2c_3p,8619.0,9193.0,6502.0,4477.0
Hsa-Mir-92-P2c_3p chr7 segs:1-30 cds:-:100093565-100093594,0.0,0.0,0.0,0.0
Hsa-Mir-92-P2c_5p*,7.0,16.0,6.0,0.0
Hsa-Mir-92-P2c_5p* chr7 segs:1-31 cds:-:100093602-100093632,0.0,0.0,0.0,0.0
Hsa-Mir-934_3p* chrX segs:1-30 cds:+:136550925-136550954,0.0,0.0,0.0,0.0
Hsa-Mir-934_5p,0.0,0.0,0.0,0.0
Hsa-Mir-934_5p chrX segs:1-30 cds:+:136550890-136550919,0.0,0.0,0.0,0.0
Hsa-Mir-935-v1_3p chr19 segs:1-30 cds:+:53982361-53982390,0.0,0.0,0.0,0.0
Hsa-Mir-935-v1_5p* chr19 segs:1-30 cds:+:53982323-53982352,0.0,0.0,0.0,0.0
Hsa-Mir-935-v2_3p chr19 segs:1-31 cds:+:53982360-53982390,0.0,0.0,0.0,0.0
Hsa-Mir-935-v2_5p* chr19 segs:1-31 cds:+:53982323-53982353,0.0,0.0,0.0,0.0
Hsa-Mir-935_3p,0.0,0.0,0.0,0.0
Hsa-Mir-935_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-944_3p,5.0,0.0,5.0,0.0
Hsa-Mir-944_3p chr3 segs:1-30 cds:+:189829973-189830002,0.0,0.0,0.0,0.0
Hsa-Mir-944_3p.SNPA chr3 segs:1-30 cds:+:189829973-189830002,0.0,0.0,0.0,0.0
Hsa-Mir-944_3p.SNPC chr3 segs:1-30 cds:+:189829973-189830002,0.0,0.0,0.0,0.0
Hsa-Mir-944_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-944_5p* chr3 segs:1-30 cds:+:189829935-189829964,0.0,0.0,0.0,0.0
Hsa-Mir-95-P1_3p,78.0,74.0,43.0,43.0
Hsa-Mir-95-P1_3p chr4 segs:1-30 cds:-:8005306-8005335,0.0,0.0,0.0,0.0
Hsa-Mir-95-P1_5p*,12.0,6.0,11.0,4.0
Hsa-Mir-95-P1_5p* chr4 segs:1-30 cds:-:8005341-8005370,0.0,0.0,0.0,0.0
Hsa-Mir-95-P2_3p,127.0,146.0,85.0,81.0
Hsa-Mir-95-P2_3p chrX segs:1-30 cds:-:74218387-74218416,0.0,0.0,0.0,0.0
Hsa-Mir-95-P2_5p*,0.0,5.0,0.0,0.0
Hsa-Mir-95-P2_5p* chrX segs:1-31 cds:-:74218420-74218450,0.0,0.0,0.0,0.0
Hsa-Mir-95-P3-v1_3p* chrX segs:1-31 cds:-:74287119-74287149,0.0,0.0,0.0,0.0
Hsa-Mir-95-P3-v1_5p chrX segs:1-31 cds:-:74287159-74287189,0.0,0.0,0.0,0.0
Hsa-Mir-95-P3-v2_3p* chrX segs:1-31 cds:-:74287120-74287150,0.0,0.0,0.0,0.0
Hsa-Mir-95-P3-v2_5p chrX segs:1-30 cds:-:74287158-74287187,0.0,0.0,0.0,0.0
Hsa-Mir-95-P3_3p*,0.0,0.0,0.0,2.0
Hsa-Mir-95-P3_5p,7.0,6.0,0.0,4.0
Hsa-Mir-95-P4_3p chrX segs:1-30 cds:+:114652694-114652723,0.0,0.0,0.0,0.0
Hsa-Mir-95-P4_5p* chrX segs:1-30 cds:+:114652653-114652682,0.0,0.0,0.0,0.0
Hsa-Mir-96-P1_3p* chr7 segs:1-30 cds:-:129774692-129774721,0.0,0.0,0.0,0.0
Hsa-Mir-96-P1_5p,0.0,22.0,4.0,6.0
Hsa-Mir-96-P1_5p chr7 segs:1-31 cds:-:129774733-129774763,0.0,0.0,0.0,0.0
Hsa-Mir-96-P2_3p* chr7 segs:1-29 cds:-:129770400-129770428,0.0,0.0,0.0,0.0
Hsa-Mir-96-P2_5p,1139.0,2673.0,902.0,766.0
Hsa-Mir-96-P2_5p chr7 segs:1-32 cds:-:129770441-129770472,0.0,0.0,0.0,0.0
Hsa-Mir-96-P3-v1_3p* chr7 segs:1-30 cds:-:129774921-129774950,0.0,0.0,0.0,0.0
Hsa-Mir-96-P3-v1_5p chr7 segs:1-30 cds:-:129774961-129774990,0.0,0.0,0.0,0.0
Hsa-Mir-96-P3-v2_3p* chr7 segs:1-30 cds:-:129774922-129774951,0.0,0.0,0.0,0.0
Hsa-Mir-96-P3-v2_5p chr7 segs:1-30 cds:-:129774960-129774989,0.0,0.0,0.0,0.0
Hsa-Mir-96-P3_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-96-P3_5p,35.0,141.0,80.0,36.0
Hsa-Mir-9851_3p chr10 segs:1-30 cds:-:116827493-116827522,0.0,0.0,0.0,0.0
Hsa-Mir-9851_5p* chr10 segs:1-30 cds:-:116827528-116827557,0.0,0.0,0.0,0.0
